animal_id,mammal_genus,mammal_scientific_name,mammal_type ,mammal_group,plant_pub_name,endemic_widelydistributed,native_exotic,habit,updated_genus,updated_species,family,fruit_nature,fruit_type,fruit_colour,colour_nature,fruit_odour,no_of_seed_per_fruit,seed_number,arillate_notarillate,fruit_length_l,fruit_length_h,fruit_breadth_l,fruit_breadth_h,fruit_diameter_l,fruit_diameter_h,seed_length_l,seed_length_h,seed_breadth_l,seed_breadth_h,seed_diameter_l,seed_diameter_h,iucn_status_plant,location_country,Asia_zone,author_id
Bornean Bearded Pig,Sus,Sus barbatus,Herbivore,Pig,Shorea stenoptera,Endemic,Native,Tree,Rubroshorea,Rubroshorea stenoptera,Dipterocarpaceae,Dry,Nut,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,4.2,4.2,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,Near Threatened,Malyesia,South-east Asia,Srdhara et al 2017
Bornean Bearded Pig,Sus,Sus barbatus,Herbivore,Pig,Tristaniopsis whitiana,Widely distributed,Native,Tree,Tristaniopsis,Tristaniopsis whiteana,Myrtaceae,Dry,Capsule,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,0.4,0.4,0.35,0.35,NA,NA,0.04,0.04,0.02,0.02,NA,NA,Least Concern,Malyesia,South-east Asia,Srdhara et al 2017
Bornean Bearded Pig,Sus,Sus barbatus,Herbivore,Pig,Vaccinium bananum,Widely distributed,Native,Tree,Viburnum,Viburnum bancanum,Ericaceae,Fleshy,Berry,Black,"Dark (Black, Blue, Purple, Violet)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,Not assessed,Malyesia,South-east Asia,Srdhara et al 2017
Civet sp.,NA,Civet sp,Carnivore,Viverrid,Adenia sp. (Passifloraceae),NA,NA,NA,Adenia,Adenia sp.,Passifloraceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malyesia,South-east Asia,Colon & Sugau 2012
Civet sp.,NA,Civet sp,Carnivore,Viverrid,Annona sp. (Annonaceae),NA,NA,NA,Annona,Annona sp.,Annonaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malyesia,South-east Asia,Colon & Sugau 2012
Civet sp.,NA,Civet sp,Carnivore,Viverrid,Connarus sp. (Connaraceae),NA,NA,NA,Connarus,Connarus sp.,Connaraceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malyesia,South-east Asia,Colon & Sugau 2012
Civet sp.,NA,Civet sp,Carnivore,Viverrid,Psidium sp. (Myrtaceae),NA,NA,NA,Psidium,Psidium sp.,Myrtaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malyesia,South-east Asia,Colon & Sugau 2012
Civet sp.,NA,Civet sp,Carnivore,Viverrid,Ficus magnolaefolia,Widely distributed,Native,Tree,Ficus,Ficus magnoliifolia,Moraceae,Fig,Synconium,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,0.6,1.5,0.6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Malyesia,South-east Asia,Hodgkinson et al 2003
Civet sp.,NA,Civet sp,Carnivore,Viverrid,Palaquium obovatum,Widely distributed,Native,Tree,Palaquium ,Palaquium obovatum,Sapotaceae,Fleshy,Berry,Green,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,2.5,3,2,2,1.8,1.8,NA,NA,Least Concern,Malyesia,South-east Asia,Hodgkinson et al 2003
Civet sp.,NA,Civet sp,Carnivore,Viverrid,Adiandra sarosanthera,Widely distributed,Native,Tree,Adinandra,Adinandra sarosanthera,Pentaphylacaceae,Dry,Capsule,Green,"Light (Brown, Green, Grey, White, Yellow)",absent,18,Eleven-Twenty,Not arillate,NA,NA,NA,NA,2,2,0.8,0.8,NA,NA,NA,NA,Not assessed,Malyesia,South-east Asia,Hodgkinson et al 2003
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Annonaceae Desmos dumosus ,Widely distributed,Native,Tree,Polyalthia ,Polyalthia cauliflora,Annonaceae,Fleshy,Monocarp,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,1.5,7,0.2,0.3,NA,NA,NA,NA,NA,NA,0.6,0.6,Not assessed,Malyesia,South-east Asia,Nakabyashi 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Ebenaceae Diospyros cauliflora ,Widely distributed,Native,Tree,Diospyros,Diospyros cauliflora,Ebenaceae,Fleshy,Drupe,green,"Light (Brown, Green, Grey, White, Yellow)",absent,16,Eleven-Twenty,Not arillate,NA,NA,NA,NA,1.3,2,NA,NA,NA,NA,NA,NA,Not assessed,Malyesia,South-east Asia,Nakabyashi 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Leeaceae Leea aculeata ,Widely distributed,Native,Shrub,Leea ,Leea aculeata,Vitaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,1,1.5,0.93,0.93,0.6,0.6,NA,NA,Not assessed,Malyesia,South-east Asia,Nakabyashi 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Moraceae Ficus lepicarpa ,Widely distributed,Native,Tree,Ficus,Ficus lepicarpa,Moraceae,Fig,synconium,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,1.2,1.5,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Malyesia,South-east Asia,Nakabyashi 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Moraceae Ficus septica ,Widely distributed,Native,Tree,Ficus,Ficus septica,Moraceae,Fig,synconium,green,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,NA,NA,NA,NA,1.5,2,NA,NA,NA,NA,NA,NA,Least Concern,Malyesia,South-east Asia,Nakabyashi 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Pentaphylacaceae Adinandra sp. ,NA,NA,NA,Adinandra,Adinandra sp.,Pentaphylacaceae,NA,berry ,green,"Light (Brown, Green, Grey, White, Yellow)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malyesia,South-east Asia,Nakabyashi 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Rubiaceae Praravinia suberosa ,Endemic,Native,Tree,Praravinia,Praravinia suberosa,Rubiaceae,Fleshy,berry,Green,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,Not assessed,Malyesia,South-east Asia,Nakabyashi 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Rutaceae Glycosmis sp. ,NA,NA,NA,Glycosmis,Glycosmis sp.,Rutaceae,NA,berry ,green,"Light (Brown, Green, Grey, White, Yellow)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malyesia,South-east Asia,Nakabyashi 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Nephelium lappaceum,Widely distributed,Native,Tree,Nephelium,Nephelium lappaceum,Sapindaceae,Fleshy,Schizocarp,Red,"Bright (Red, Orange, Pink)",present,1,One,Not arillate,7,7,5,5,NA,NA,2.62,2.62,1.32,1.32,NA,NA,Least Concern,Malyesia,South-east Asia,Nakashima & Sukor 2010
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Adenia macrophylla (Passifloraceae),Widely distributed,Native,Climber,Adenia,Adenia macrophylla,Passifloraceae,Fleshy,Berry,Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,2,6,1.5,5,NA,NA,0.5,1,0.5,1,NA,NA,Not assessed,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Aglaia elliptica (Meliaceae),Widely distributed,Native,Tree,Aglaia,Aglaia elliptica,Meliaceae,Dry,Capsule,Orange,"Bright (Red, Orange, Pink)",absent,2,Two-Five,Arillate,1.5,3.5,1.5,3,NA,NA,2,2.8,1,1.4,NA,NA,Least Concern,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Aglaia grandise (Meliaceae),Widely distributed,Native,Tree,Aglaia,Aglaia grandis,Meliaceae,Dry,Capsule,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Arillate,5,5,NA,NA,4.5,4.5,NA,NA,NA,NA,NA,NA,Near Threatened,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Aglaia rivularis (Meliaceae),Endemic,Native,Tree,Aglaia,Aglaia rivularis,Meliaceae,Dry,Capsule,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Arillate,1.5,1.5,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,Vulnerable,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Arenga undulatifolia (Arecaceae),Widely distributed,Native,Tree,Arenga,Arenga undulatifolia,Arecaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,3,Two-Five,Not arillate,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Diospyros discocalyxe (Ebenaceae),Endemic,Native,Tree,Diospyros,Diospyros discocalyx,Ebenaceae,Fleshy,Drupe,Orange,"Bright (Red, Orange, Pink)",absent,16,Eleven-Twenty,Not arillate,NA,NA,NA,NA,7.5,7.5,NA,NA,NA,NA,NA,NA,Not assessed,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Fragaria sp.(Rosaceae),NA,NA,NA,Fragaria,Fragaria sp.,Rosaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Musa beccarii (Musaceae),Endemic,Native,Herb,Musa,Musa beccari,Musaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,7,12,2,2.5,NA,NA,0.63,0.63,0.62,0.62,NA,NA,Least Concern,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Pandanus motleyanus (Pandanaceae),Endemic,Native,Shrub,Pandanus ,Pandanus yvanii,Pandanaceae,Fleshy,Cephalium,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,7.5,11,13,14,NA,NA,2.39,2.39,0.58,0.58,NA,NA,Not assessed,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Payena microphylla (Sapotaceae),Endemic,Native,Tree,Payena ,Payena microphylla,Sapotaceae,Fleshy,Drupe,Green,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2.5,2.5,NA,NA,NA,NA,1.55,1.55,1.04,1.04,NA,NA,Least Concern,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Pegia sarmentosa (Anacardiaceae),Widely distributed,Native,Climber,Pegia,Pegia sarmentosa,Anacardiaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1,1.5,0.8,1,NA,NA,0.92,0.92,0.77,0.77,NA,NA,Not assessed,Malyesia,South-east Asia,Nakashima et al 2010 a
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Grewia acuminata (Malvaceae),Widely distributed,Native,Climber,Grewia,Grewia acuminata,Malvaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,8,Six-Ten,Not arillate,NA,NA,NA,NA,2,2,1.29,1.29,1.2,1.2,NA,NA,Not assessed,Malyesia,South-east Asia,Nakashima et al 2010 a
Greater mouse deer,Tragulus,Tragulus napu,Herbivore,Mouse deer,Litsea orocola,Endemic,Native,Tree,Litsea ,Litsea orocola,Lauraceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,1.9,1.9,NA,NA,NA,NA,NA,NA,Endangered,Malyesia,South-east Asia,Srdhara et al 2017
Greater mouse deer,Tragulus,Tragulus napu,Herbivore,Mouse deer,Microcos antidesmifolia,Endemic,Native,Tree,Microcos,Microcos antidesmifolia,Malvaceae,Dry,Capsule,Red,"Bright (Red, Orange, Pink)",absent,3,Two-Five,Not arillate,1.5,2.5,0.7,1.5,NA,NA,0.7,1,NA,NA,NA,NA,Least Concern,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Beilschmiedia madang,Widely distributed,Native,Tree,Beilschmiedia,Beilschmiedia madang,Lauraceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,2.5,1,NA,NA,NA,NA,NA,NA,Least Concern,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Diospyros singaporensis,Endemic,Native,Tree,Diospyros,Diospyros singapoorensis,Ebenaceae,Fleshy,Berry,Black,"Dark (Black, Blue, Purple, Violet)",present,5,Two-Five,Not arillate,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Elaeocarpus stipularis,Widely distributed,Native,Tree,Elaeocarpus ,Elaeocarpus stipularis,Elaeocarpaceae,Fleshy,Drupe,Green,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.5,3.5,1.5,3,NA,NA,1.7,2.4,NA,NA,NA,NA,Least Concern,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Knema scortechinii,Endemic,Native,Tree,Knema,Knema scortechinii,Myristicaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Arillate,2,2.5,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Litsea caulocarpa,Endemic,Native,Tree,Litsea ,Litsea caulocarpa,Lauraceae,Fleshy,Drupe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Myristica maingayi,Widely distributed,Native,Tree,Myristica ,Myristica maingayi,Myristicaceae,Fleshy,Drupe,Orange,"Bright (Red, Orange, Pink)",absent,1,One,Arillate,7,9,5,6,NA,NA,NA,NA,NA,NA,NA,NA,Near Threatened,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Ormosia venosa,Widely distributed,Native,Tree,Ormosia,Ormosia venosa,Fabaceae,Dry,Pod,Orange,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,4,5,2,3,NA,NA,1.5,1.5,1.5,1.5,NA,NA,Not assessed,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Paranephelium xestophyllum,Widely distributed,Native,Tree,Paranephelium,Paranephelium xestophyllum,Sapindaceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,1,One,Not arillate,NA,NA,NA,NA,2.6,2.6,NA,NA,NA,NA,NA,NA,Least Concern,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Parartocarpus bracteatus,Widely distributed,Native,Tree,Parartocarpus,Parartocarpus bracteatus,Moraceae,Fleshy,Syncarp,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,9,9,9,9,NA,NA,1.5,1.5,1.2,1.2,NA,NA,Least Concern,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Porterandia anisophylla,Endemic,Native,Tree,Porterandia,Porterandia anisophylla,Rubiaceae,Fleshy,Berry,Green,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,2,3.5,2,3,NA,NA,0.2,0.4,0.3,0.6,NA,NA,Least Concern,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Shorea maxima,Endemic,Native,Tree,Richetia,Richetia maxima,Dipterocarpaceae,Dry,Nut,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Near Threatened,Malyesia,South-east Asia,Srdhara et al 2017
Javan Mouse Deer,Tragulus,Tragulus javanicus,Herbivore,Mouse deer,Styrax benzoin,Widely distributed,Native,Tree,Styrax,Styrax benzoin,Styracaceae,Dry,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2,3,2,2,NA,NA,1.5,1.5,2,2,NA,NA,Not assessed,Malyesia,South-east Asia,Srdhara et al 2017
Masked Palm Civet,Paguma,Paguma larvata,Carnivore,Viverrid,Ficus lawesii,Widely distributed,Native,Tree,Ficus,Ficus lawesii,Moraceae,Fig,Synconium,Orange,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,0.8,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Malyesia,South-east Asia,Nakabyashi 2020
Small toothed Palm Civet,Arctogalidia,Arctogalidia trivirgata,Carnivore,Viverrid,Gentianaceae Fagraea cuspidata ,Widely distributed,Native,Tree,Utania,Utania cuspidata,Gentianaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,1.8,1.8,NA,NA,1.57,1.57,NA,NA,NA,NA,NA,NA,NA,Malyesia,South-east Asia,Nakabyashi 2020
Small toothed Palm Civet,Arctogalidia,Arctogalidia trivirgata,Carnivore,Viverrid,Melastomataceae Pternandra caerulescens ,Widely distributed,Native,Tree,Pternandra ,Pternandra coerulescens,Melastomataceae,Fleshy,Berry,Purple,"Dark (Black, Blue, Purple, Violet)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,Not assessed,Malyesia,South-east Asia,Nakabyashi 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Plactocomia microstachya,Widely distributed,Native,Climber,Plectocomia,Plectocomia microstachys,Arecaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Endangered,Myanmar,South-east Asia,Su & Sale 2007
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Wallichia disticha,Widely distributed,Native,Tree,Wallichia,Wallichia disticha,Arecaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2.2,2.2,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Myanmar,South-east Asia,Su & Sale 2007
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Licuala pelata,Widely distributed,Native,Tree,Licuala,Licuala peltata,Arecaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,1.2,1.9,0.9,1,NA,NA,1.2,1.3,0.7,0.9,NA,NA,Not assessed,Myanmar,South-east Asia,Su & Sale 2007
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Bridelia burmanica,Widely distributed,Native,Shrub,Bridelia,Bridelia ovata,Phyllanthaceae,Fleshy,Drupe,Purple,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,0.5,0.7,0.6,0.75,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Myanmar,South-east Asia,Su & Sale 2007
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Pandanus walichianus,Widely distributed,Native,Shrub,Benstonea,Benstonea foetida,Pandanaceae,Fleshy,Cephalium,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,7,10,NA,NA,NA,NA,0.5,0.7,0.3,0.4,NA,NA,Not assessed,Myanmar,South-east Asia,Su & Sale 2007
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Cycas siamensis,Widely distributed,Native,Tree,Cycas,Cycas siamensis,Cycadaceae,Dry,cone,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,NA,NA,3,3.7,2.5,3.5,NA,NA,Vulnerable,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Calamus areborescens,Widely distributed,Native,Shrub,Calamus,Calamus arborescens,Arecaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2,2.2,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Salacca zalacca,Widely distributed,Native,Shrub,Salacca,Salacca zalacca,Arecaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,3,Two-Five,Not arillate,3,12,4,7,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Musa laterita,Widely distributed,Native,Shrub,Musa,Musa rubra,Musaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,8,10,2,2,NA,NA,0.6,0.9,0.3,0.4,NA,NA,Least Concern,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Wrightia arborea,Widely distributed,Native,Tree,Wrightia,Wrightia arbora,Apocynaceae,Dry,Follicle,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,14,21,3,4,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Cordia grandis,Widely distributed,Native,Tree,Cordia ,Cordia grandis,Boraginaceae,Fleshy,Drupe,White,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,Not assessed,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Dillenia parviflora,Widely distributed,Native,Tree,Dillenia,Dillenia parviflora,Dilleniaceae,Fleshy,Pseudocarp,Yellow,"Light (Brown, Green, Grey, White, Yellow)",NA,Many,> Twenty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Dalbergia oliveri,Widely distributed,Native,Tree,Dalbergia,Dalbergia oliveri,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Not arillate,9,14,2.4,4,NA,NA,1.25,1.25,0.9,0.9,NA,NA,Critically endangered,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Flacourtia ramontchi,Widely distributed,Native,Tree,Flacourtia,Flacourtia ramontchi,Salicaceae,Fleshy,Berry,Red,"Bright (Red, Orange, Pink)",absent,6,Six-Ten,Not arillate,NA,NA,NA,NA,1.5,2.5,NA,NA,NA,NA,NA,NA,Not assessed,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Mischocarpus pentapetalus,Widely distributed,Native,Tree,Mischocarpus,Mischocarpus pentapetalus,Sapindaceae,Fleshy,Capsule,Red,"Bright (Red, Orange, Pink)",absent,1,One,Arillate,NA,NA,NA,NA,NA,1,2.5,0.8,1.2,NA,0.7,1,Least Concern,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Heritiera fomes,Widely distributed,Native,Tree,Heriteria,Heriteria fomes,Malvaceae,Dry,Capsule,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,3.81,5.08,2.54,3.81,NA,NA,NA,NA,NA,NA,NA,NA,Endangered,Myanmar,South-east Asia,Campos-arceiz et al 2008
Elephant,Elephas,Elephas maximus,Herbivore,Elephant,Vitex leucoxylon,Widely distributed,Native,Tree,Vitex,Vitex leucoxylon,Lamiaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,4,Two-Five,Not arillate,2.5,2.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Myanmar,South-east Asia,Campos-arceiz et al 2008
Phayrei's Leaf Monkey,Trachypithecus,Trachypithecus phayrei,Primates,Ceropithecidae,Flacourtia indica,Widely distributed,Native,Tree,Flacourtia,Flacourtia indica,Flacourtiaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,6,Six-Ten,Not arillate,NA,NA,NA,NA,0.5,2.5,0.8,1,0.4,0.7,NA,NA,Least Concern,Myanmar,South-east Asia,Thant 2013
Phayrei's Leaf Monkey,Trachypithecus,Trachypithecus phayrei,Primates,Ceropithecidae,Trevia nudiflora,Widely distributed,Native,Tree,Mallotus,Mallotus nudiflorus,Euphorbiaceae,Fleshy,Drupe,White,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,3.5,3.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Myanmar,South-east Asia,Thant 2013
